MD,DS,StyleCode,품명,시즌코드,컬러수,기획수량,생산형태,생산처,원산지,출고차순,출고일(주차),작지발행,납기1차(참고),컬러구성,사양확정,비수기,원가합,소매가합,원단처,겉감정보,안감정보,생산처_소재DB
박진아,조이슬,JKSXM27182,하절 여성 에어도트 긴팔 셔츠,M,1,2000,완사입,성원,베트남,,3월2주,O,3월2주,BLK(BLACK),X,,74858000,336000000,대웅,대웅) DWT-2724/1,,성원
박진아,조이슬,JKSCM27184,하절 여성 에어도트 반팔 셔츠,M,2,2000,완사입,성원,베트남,,3월4주,O,3월4주,"WBE, BLK(BLACK)",X,,55000000,296000000,글로벌B&G,글로벌B&G) GB19T-LUW0296,,성원
박진아,조이슬,JKTBM27128,하절 여성 MossDry 베이직 긴팔 집업 티셔츠,M,2,3000,완사입,TESSELLATION,베트남,,2월4주,X,2월4주,"IVO(IVORY), DMI(D/MINT)",X,,57300000,354000000,,,,
박진아,조이슬,JKTBM27124,하절 여성 자카드 긴팔 티셔츠,M,2,1600,완사입,IKG,인도네시아,,2월4주,O,2월4주,"KHA(KHAKI), BLK(BLACK)",X,,36735400,188800000,글로벌B&G,글로벌B&G) GB26T-LIK0001,,IKG
박진아,조이슬,JKTBM27282,(2차 추가) 하절 여성 긴팔 라운드 티셔츠,M,2,2500,완사입,장안,베트남,,2월4주,O,2월4주,"LIL(LILAC), BLK(BLACK)",X,,45000000,270000000,태진 / 한샘,태진) TJ-04111,,장안
박진아,조이슬,JKTBM27166,하절 여성 MossDry 소매 하이브리드 긴팔 후드 티셔츠,M,2,2200,완사입,태화,베트남,,2월4주,O,2월4주,"VBU, MIN",X,O,53836200,325600000,태화,태화) THC-2096,,태화
박진아,조이슬,JKTBM27168,하절 여성 패턴 긴팔 집업 티셔츠,M,3,4500,완사입,장안,베트남,,2월4주,O,2월4주,"LSL, MIN, CRE(CREAM)",X,O,106897500,576000000,TNT / JKTREND,TNT) TNT-K2337,,장안
박진아,조이슬,JKTCM27158,하절 여성 MossDry 베이직 반팔 집업 티셔츠,M,2,1500,완사입,TESSELLATION,베트남,,3월2주,X,3월2주,"PYL, LSL",X,,21750000,177000000,,,,
박진아,조이슬,JKTCM27160,하절 여성 MossDry 베이직 반팔 라운드 티셔츠,M,3,6300,완사입,TESSELLATION,베트남,,3월2주,X,3월2주,"IVO(IVORY), LIL(LILAC), BLK(BLACK)",X,,59850000,428400000,,,,
박진아,조이슬,JKTCM27166,하절 여성 MossDry 스트레치 반팔 후드 티셔츠,M,2,2500,완사입,IKG,인도네시아,,3월4주,O,3월4주,"DMI(D/MINT), CRE(CREAM)",X,,39347500,320000000,태진,태진) TJ-05095,,IKG
박진아,조이슬,JKTCM27908,유통특화_하절 여성 5부 집업 티셔츠,M,2,1600,완사입,IKG,인도네시아,,3월2주,O,3월2주,"WBE, LIL(LILAC)",X,O,25153600,140800000,인터필,인터필) TI-229H,,IKG
박진아,조이슬,JKTBM27182,하절 여성 에어도트 하이브리드 긴팔 후드 티셔츠,M,2,2000,완사입,장안,베트남,,2월4주,O,2월4주,"WBE, DMI(D/MINT)",X,,81136000,336000000,SPM,SPM) DOT AIR -50SF,,장안
박진아,조이슬,JKTCM27186,하절 여성 에어도트 반팔 후드 티셔츠,M,3,4500,완사입,태화,베트남,,3월2주,O,3월2주,"MIN, CRE(CREAM), BLK(BLACK)",X,,126063000,621000000,SPM,SPM) DOT AIR -50SF,,태화
박진아,조이슬,JKTCM27184,하절 여성 에어도트 반팔 폴로 티셔츠,M,2,2500,완사입,장안,베트남,,3월2주,O,3월2주,"MIN, BLK(BLACK)",X,,50685000,345000000,대웅,대웅) DWT-2724/1,,장안
박진아,조이슬,JKTCM27182,하절 여성 에어도트 반팔 집업 티셔츠,M,3,5700,완사입,장안,베트남,,3월2주,O,3월2주,"MIN, CRE(CREAM), BLK(BLACK)",X,O,135403500,729600000,대웅,대웅) DWT-2724/1,,장안
박진아,조아슬,JKTCM27148,여성 소로나쿨(NP) 레귤러핏 그래픽 티셔츠,M,2,4000,완사입,장안,베트남,,4월3주,O,4월3주,"LSL, MIN",X,,51756000,312000000,SK패션,SK패션) SK25-9182-YC,,장안
박진아,조이슬,JWTCM27139,남녀공용 에어론 레귤러핏 그래픽 티셔츠,M,2,3500,완사입,IKG,인도네시아,,4월3주,O,4월3주,"MUS, BLK(BLACK)",X,,57221500,308000000,SPM,SPM) AIRON,,IKG
박진아,엄창용,JWTCM27141,남녀공용 에어론 레귤러핏 그래픽 티셔츠,M,2,2500,완사입,IKG,인도네시아,,4월3주,X,4월3주,"KHA(KHAKI), DBU(D/BLUE)",X,,41857500,220000000,SPM,SPM) AIRON,,IKG
박진아,엄창용,JWTCM27143,남녀공용 폴리(CC DRY) 세미오버핏 그래픽 티셔츠,M,2,5000,완사입,장안,베트남,,4월3주,X,4월3주,"OWH, BLK(BLACK)",X,,84510000,440000000,SPM,SPM) CC-DRY F,,장안
박진아,조이슬,JWTCM27145,남녀공용 폴리(CC DRY) 레귤러핏 그래픽 티셔츠,M,2,2500,완사입,장안,베트남,,4월3주,X,4월3주,"WGY, NAY",X,,41855000,195000000,SPM,SPM) CC-DRY F,,장안
박진아,조이슬,JWTCM27147,남녀공용 소로나 릴렉스핏 그래픽 티셔츠,M,2,4000,완사입,IKG,인도네시아,,3월1주,O,3월1주,"OWH, BLK(BLACK)",X,,46872000,312000000,수텍스,수텍스) SJS-23-1568,,IKG
박진아,엄창용,JWTCM27149,남녀공용 소로나쿨(CP) 릴렉스핏 그래픽 티셔츠,M,2,3000,완사입,태화,베트남,,3월1주,X,3월1주,"DGY(D/GRAY), MUD",X,,51627000,234000000,SPM,SPM) SR-COOL PL,,태화
박진아,엄창용,JWTCM27127,남녀공용 소로나 릴렉스핏 그래픽 티셔츠,M,2,4000,완사입,IKG,인도네시아,,3월1주,X,3월1주,"CRE(CREAM), DGY(D/GRAY)",X,,55224000,352000000,수텍스,수텍스) SJS-23-1568,,IKG
박진아,조이슬,JKPNM27138,하절 여성 WIGO 디테처블 팬츠,M,2,1500,CMT,거림,베트남,,2월1주,O,2월1주,"KHA(KHAKI), BLK(BLACK)",X,,89790000,375000000,신한,신한) SH-TP7204,,거림
박진아,조이슬,JKPNM27162,하절 여성 슬림핏 스탠다드 팬츠,M,3,6000,CMT,디코드,베트남,,3월2주,O,3월2주,"BLK(BLACK), NAY, WGY",X,,144954000,1068000000,,,,
박진아,조이슬,JKPNM27192,하절 여성 하이킹 벤틸레이션 커브드 팬츠,M,2,1900,CMT,거림,베트남,,2월1주,O,2월1주,"VBU, CRE(CREAM)",X,,60925400,357200000,밀리테크,밀리테크) MT-9560HD,,거림
박진아,조이슬,JKPNM27172,하절 여성 루즈핏 파라슈트 팬츠,M,2,3200,CMT,YIC,베트남,,3월4주,O,3월4주,"KHA(KHAKI), BLK(BLACK)",X,,107529600,633600000,신한,신한) SVR1544FD,,YIC
박진아,조이슬,JKPNM27158,하절 여성 레귤러핏 팬츠,M,2,1800,CMT,TBO,베트남,,3월4주,O,3월4주,"KHA(KHAKI), DGY(D/GRAY)",X,,68529600,356400000,COX,COX) COX-4209,,TBO
박진아,조이슬,JKPNM27182,하절 여성 에어도트 레귤러핏 팬츠,M,2,3700,완사입,YIC,베트남,,3월2주,O,3월2주,"BLK(BLACK), WBE",X,,109449700,621600000,글로벌B&G,글로벌B&G) GB19T-LUW0296,,YIC
박진아,조이슬,JKPNM27184,하절 여성 에어도트 루즈핏 팬츠,M,1,2000,완사입,YIC,베트남,,3월2주,O,3월2주,BLK(BLACK),X,,70766000,336000000,L&S,L&S) DA4288SYWR,,YIC
박진아,조이슬,JKPOM27142,하절 여성 소프트쉘 쇼츠 (SET-UP),M,2,1800,CMT,YIC,베트남,,2월4주,O,2월4주,"BLK(BLACK), WBE",X,,43592400,230400000,플레이트,플레이트) DI-001C,,YIC
박진아,조이슬,JKPOM27172,하절 여성 7부 카고 팬츠,M,2,3000,CMT,YIC,베트남,,4월3주,O,4월3주,"BLK(BLACK), WBE",X,,87753000,474000000,프라미스,프라미스) PM-8574,,YIC
박진아,조이슬,JKPOM27176,하절 여성 카고 쇼츠,M,2,1500,CMT,TBO,베트남,,3월4주,O,3월4주,"DMI(D/MINT), LSL",X,,35835000,192000000,신한,신한) SVR1544FD,,TBO
박진아,조이슬,JKPOM27174,하절 여성 8부 스탠다드 팬츠,M,2,7500,CMT,디코드,베트남,,4월3주,O,4월3주,"CIN(CINDER), WGY",X,,168255000,1110000000,,,,
박술홍,심현숙,TLJJM27701,남성 트레일러닝 초경량 3L 방수 자켓,M,1,250,완사입,포마트,베트남,SM1,3월1주,O,,BLU(BLUE),X,,26584750,97500000,PERTEX,PERTEX) PS074-20C3L7,,포마트
박술홍,심현숙,TLJJM27703,남성 트레일러닝 패커블 초경량 방풍 자켓,M,1,250,완사입,포마트,베트남,SM1,3월1주,O,,DBE(DARK BEIGE),X,,13647750,55000000,텍스마켓,텍스마켓) CN-163,,포마트
박술홍,김지원,TLTCM27711,남성 트레일러닝 흡습속건 라운드 반팔 티셔츠,M,3,1870,완사입,장안,베트남,SM1,3월1주,O,,"BLK(BLACK), BLU(BLUE), LSE",X,,45901020,183260000,POLARTEC,POLARTEC) 8022(21082-1-2,,장안
박술홍,김지원,TLTCM27721,남성 트레일러닝 자카드 라운드 슬리브리스,M,1,500,완사입,장안,베트남,SM1,3월1주,O,,DGY(D/GRAY),X,,16777000,59000000,화니글로벌,화니글로벌) TVT0085,,장안
박술홍,김지원,TLTCM27723,남성 트레일러닝 저지 라운드 슬리브리스,M,1,900,완사입,장안,베트남,SM1,3월1주,X,,BLK(BLACK),X,,22674600,88200000,SK패션,SK패션) SK23-9192-YC,,장안
박술홍,김지원,TLPOM27731,남성 트레일러닝 초경량 스플릿 3부 팬츠,M,1,400,완사입,YIC,베트남,SM1,3월1주,X,,BLK(BLACK),X,,11000000,47200000,KG-GLOBAL,KG-GLOBAL) KGA-2724,,YIC
박술홍,김지원,TLPOM27733,남성 트레일러닝 트레일 2in1 스토리지 4부 팬츠,M,2,900,완사입,YIC,베트남,SM1,3월1주,X,,"DGY(D/GRAY), LSE",X,,28644300,124200000,텍스마켓 / 우주,텍스마켓) CN-163,,YIC
박술홍,김지원,TLPOM27735,남성 트레일러닝 트레일 스토리지 5부 타이즈,M,1,350,완사입,IKG,베트남,SM1,3월1주,X,,LSE,X,,10039050,44800000,ECLAT,ECLAT) RT1706334,,IKG
박술홍,심현숙,TVJJM27702,여성 트레일러닝 초경량 3L 방수 자켓,M,1,300,완사입,포마트,베트남,SM1,3월1주,O,,IVO(IVORY),X,,31205400,117000000,PERTEX,PERTEX) PS074-20C3L7,,포마트
박술홍,심현숙,TVJJM27704,여성 트레일러닝 패커블 초경량 방풍 자켓,M,1,300,완사입,포마트,베트남,SM1,3월1주,O,,DBE(DARK BEIGE),X,,14763900,66000000,텍스마켓,텍스마켓) CN-163,,포마트
박술홍,김지원,TVTCM27712,여성 트레일러닝 흡습속건 라운드 반팔 티셔츠,M,2,1010,완사입,장안,베트남,SM1,3월1주,O,,"BLK(BLACK), DGY(D/GRAY)",X,,24791460,98980000,POLARTEC,POLARTEC) 8022(21082-1-2,,장안
박술홍,김지원,TVTCM27714,여성 트레일러닝 흡습속건 프린트 라운드 반팔 티셔츠,M,1,700,완사입,장안,베트남,SM1,3월1주,O,,LSE,X,,19282200,75600000,POLARTEC,POLARTEC) 8022(21082-1-2,,장안
박술홍,김지원,TVTCM27722,여성 트레일러닝 자카드 라운드 슬리브리스,M,1,300,완사입,장안,베트남,SM1,3월1주,O,,DGY(D/GRAY),X,,12766200,35400000,화니글로벌,화니글로벌) TVT0085,,장안
박술홍,김지원,TVTCM27724,여성 트레일러닝 저지 라운드 슬리브리스,M,1,500,완사입,장안,베트남,SM1,3월1주,X,,DBE(DARK BEIGE),X,,13989500,54000000,SK패션,SK패션) SK23-9192-YC,,장안
박술홍,김지원,TVPOM27732,여성 트레일러닝 초경량 스플릿 3부 팬츠,M,1,500,완사입,YIC,베트남,SM1,3월1주,X,,BLK(BLACK),X,,13550000,59000000,KG-GLOBAL,KG-GLOBAL) KGA-2724,,YIC
박술홍,김지원,TVPOM27734,여성 트레일러닝 트레일 2in1 스토리지 4부 팬츠,M,1,500,완사입,YIC,베트남,SM1,3월1주,X,,LSE,X,,18200000,69000000,텍스마켓 / 우주,텍스마켓) CN-163,,YIC
박술홍,김지원,TVPOM27736,여성 트레일러닝 트레일 스토리지 4부 타이즈,M,1,250,완사입,IKG,베트남,SM1,3월1주,O,,LSE,X,,6420750,29500000,ECLAT,ECLAT) RT1706334,,IKG
박술홍,엄창용,JWPNS27101,춘절 남성 레귤러핏 스탠다드 원턱 팬츠,S,2,5500,CMT,디코드,베트남,SP1,1월3주,O,,"DGY-1, BLK(BLACK)",X,,155397000,979000000,,,,
박술홍,엄창용,JWPNS27103,춘절 남성 슬림핏 스탠다드 노턱 팬츠,S,2,8000,CMT,디코드,베트남,SP1,1월3주,O,,"CIN(CINDER), BLK(BLACK)",X,,210024000,1424000000,,,,
박술홍,엄창용,JWPNS27113,춘절 남성 레귤러핏 하이킹 팬츠,S,2,1800,완사입,TBO,베트남,SP1,1월3주,O,1월3주,"DGY-1, WBE",X,,70093800,356400000,MK,MK) GMZ84482,,TBO
박술홍,엄창용,JWSXS27135,춘절 남녀공용 우븐 하이킹 셔츠 (WIGO),S,2,1600,완사입,성원,베트남,SP1,1월3주,O,,"BLK(BLACK), KHA(KHAKI)",X,,77996800,352000000,프라미스 / 신한,프라미스) PM-1052,,성원
박술홍,엄창용,JWSXM27181,하절 남성 에어도트 긴팔 셔츠,M,2,1400,완사입,성원,베트남,SM2,3월2주,X,,"BLK(BLACK), BGY(B/GRAY)",X,,48518400,235200000,대웅,대웅) DWT-2982,,성원
박술홍,엄창용,JWSCM27183,하절 남성 에어도트 반팔 셔츠,M,2,3000,완사입,성원,베트남,SM2,3월4주,X,,"BLK(BLACK), KHA(KHAKI)",X,,97056000,444000000,대웅,대웅) DWT-2982,,성원
박술홍,엄창용,JWPNM27137,하절 남성 WIGO 디테쳐블 팬츠,M,2,1700,완사입,거림,베트남,SM1,2월4주,X,2월4주,"BLK(BLACK), KHA(KHAKI)",X,,105396600,493000000,신한,신한) SH-TP7204,,거림
박술홍,엄창용,JWPNM27141,하절 남성 소프트쉘 팬츠 (SET-UP),M,2,1616,완사입,YIC,베트남,SM2,3월2주,X,3월2주,"BLK(BLACK), BGY(B/GRAY)",X,,45248000,287648000,플레이트,플레이트) DI-001C,,YIC
박술홍,엄창용,JWPNM27151,하절 남성 원턱 레귤러핏 스탠다드 팬츠(ODM),M,2,11000,CMT,디코드,베트남,SM1,2월4주,O,2월4주,"BGY(B/GRAY), CIN(CINDER)",X,,319022000,1958000000,,,,
박술홍,엄창용,JWPNM27161,하절 남성 노턱 슬림핏 스탠다드 팬츠(ODM),M,3,14000,CMT,디코드,베트남,SM1,2월4주,O,2월4주,"DGY-2, BLK(BLACK), CIN(CINDER)",X,,395080000,2492000000,,,,
박술홍,엄창용,JWPNM27171,하절 남성 루즈핏 파라슈트 팬츠,M,2,1000,완사입,YIC,베트남,SM2,3월2주,O,3월2주,"WGY, DBU-2",X,O,35722000,188000000,신한,신한) SVR1544FD,,YIC
박술홍,엄창용,JWPNM27181,하절 남성 에어도트 루즈핏 파라슈트 팬츠,M,2,2000,완사입,YIC,베트남,SM2,3월2주,X,3월2주,"BLK(BLACK), KHA(KHAKI)",X,,73354000,376000000,L&S,L&S) DA4288SYWR,,YIC
박술홍,엄창용,JWPNM27191,하절 남성 커브드 팬츠 (DS 제안),M,2,1800,완사입,TBO,베트남,SM2,3월2주,X,3월2주,"DGY-2, KHA(KHAKI)",X,,66821400,338400000,밀리테크,밀리테크) MT-9560HD,,TBO
박술홍,엄창용,JWPNM27183,하절 에어도트 레귤러핏 팬츠,M,2,9012,완사입,TBO,베트남,SM2,3월2주,X,3월2주,"BLK(BLACK), WBE",X,,241458516,1604136000,대웅,대웅) DWT-2982,,TBO
박술홍,엄창용,JWPOM27141,하절 남성 소프트쉘 쇼츠 (SET UP),M,2,1660,완사입,YIC,베트남,SM2,4월1주,X,4월1주,"BLK(BLACK), BGY(B/GRAY)",X,,51792000,229080000,플레이트,플레이트) DI-001C,,YIC
박술홍,엄창용,JWPOM27191,하절 남성 카고 쇼츠 (DS 제안),M,2,1960,완사입,TBO,베트남,SM2,4월1주,X,4월1주,"BLK(BLACK), KHA(KHAKI)",X,,50985480,290080000,신한,신한) SVR1544FD,,TBO
박술홍,엄창용,JWPOM27181,하절 남성 에어도트 쇼츠 (SET-UP),M,2,2000,완사입,TBO,베트남,SM2,4월1주,X,4월1주,"BLK(BLACK), KHA(KHAKI)",X,,42762000,236000000,대웅,대웅) DWT-2982,,TBO
박술홍,엄창용,JWPNM27165,유통특화_하절 남성 우븐 트레이닝 팬츠(ODM),M,2,6500,완사입,기도,베트남,SM2,3월2주,X,3월2주,"DGY-2, BLK(BLACK)",X,,151599500,1027000000,,,,
박술홍,엄창용,JWPOM27161,유통특화_하절 남성 7부 솔리드 팬츠(ODM),M,2,3500,CMT,디코드,베트남,SM2,3월4주,O,3월4주,"DGY-2, CIN(CINDER)",X,,94500000,518000000,,,,
박술홍,엄창용,JWPOM27171,하절 남성 마운틴 카고 7부 팬츠,M,2,7000,완사입,YIC,베트남,SM2,3월4주,X,3월4주,"BLK(BLACK), GBR(G/BROWN)",X,,224476000,1106000000,프라미스,프라미스) PM-8574,,YIC
